živome	živ	Af	13
zvižda	zviždati	Vmia2s-an-n---p	1318
zva	zvati	Vmia2s-an-n---p	1318
zveknuše	zveknuti	Vmia3p-an-n---e	1606
žrtvovaše	žrtvovati	Vmia3p-an-n---e	1606
žmuriše	žmuriti	Vmia3p-an-n---e	1606
zgužvaše	zgužvati	Vmia3p-an-n---e	1606
zguraše	zgurati	Vmia3p-an-n---e	1606
zvučaše	zvučati	Vmia3p-an-n---p	1319
zvoniše	zvoniti	Vmia3p-an-n---p	1319
zviždukaše	zviždukati	Vmia3p-an-n---p	1319
zviždaše	zviždati	Vmia3p-an-n---p	1319
zvaše	zvati	Vmia3p-an-n---p	1319
zveknu	zveknuti	Vmia3s-an-n---e	1602
žrtvova	žrtvovati	Vmia3s-an-n---e	1602
žmuri	žmuriti	Vmia3s-an-n---e	1602
zgužva	zgužvati	Vmia3s-an-n---e	1602
zgura	zgurati	Vmia3s-an-n---e	1602
zvuča	zvučati	Vmia3s-an-n---p	1339
zvoni	zvoniti	Vmia3s-an-n---p	1339
zvižduka	zviždukati	Vmia3s-an-n---p	1339
zvižda	zviždati	Vmia3s-an-n---p	1339
zva	zvati	Vmia3s-an-n---p	1339
zveknućemo	zveknuti	Vmif1p-an-n---e	1346
žrtvovaćemo	žrtvovati	Vmif1p-an-n---e	1346
žmurićemo	žmuriti	Vmif1p-an-n---e	1346
zgužvaćemo	zgužvati	Vmif1p-an-n---e	1346
zguraćemo	zgurati	Vmif1p-an-n---e	1346
zvučaćemo	zvučati	Vmif1p-an-n---p	1301
zvonićemo	zvoniti	Vmif1p-an-n---p	1301
zviždukaćemo	zviždukati	Vmif1p-an-n---p	1301
zviždaćemo	zviždati	Vmif1p-an-n---p	1301
zvaćemo	zvati	Vmif1p-an-n---p	1301
zveknuću	zveknuti	Vmif1s-an-n---e	1346
žrtvovaću	žrtvovati	Vmif1s-an-n---e	1346
žmuriću	žmuriti	Vmif1s-an-n---e	1346
zgužvaću	zgužvati	Vmif1s-an-n---e	1346
zguraću	zgurati	Vmif1s-an-n---e	1346
zvučaću	zvučati	Vmif1s-an-n---p	1301
zvoniću	zvoniti	Vmif1s-an-n---p	1301
zviždukaću	zviždukati	Vmif1s-an-n---p	1301
zviždaću	zviždati	Vmif1s-an-n---p	1301
zvaću	zvati	Vmif1s-an-n---p	1301
zveknućete	zveknuti	Vmif2p-an-n---e	1346
žrtvovaćete	žrtvovati	Vmif2p-an-n---e	1346
žmurićete	žmuriti	Vmif2p-an-n---e	1346
zgužvaćete	zgužvati	Vmif2p-an-n---e	1346
zguraćete	zgurati	Vmif2p-an-n---e	1346
zvučaćete	zvučati	Vmif2p-an-n---p	1301
zvonićete	zvoniti	Vmif2p-an-n---p	1301
zviždukaćete	zviždukati	Vmif2p-an-n---p	1301
zviždaćete	zviždati	Vmif2p-an-n---p	1301
zvaćete	zvati	Vmif2p-an-n---p	1301
zveknućeš	zveknuti	Vmif2s-an-n---e	1346
žrtvovaćeš	žrtvovati	Vmif2s-an-n---e	1346
žmurićeš	žmuriti	Vmif2s-an-n---e	1346
zgužvaćeš	zgužvati	Vmif2s-an-n---e	1346
zguraćeš	zgurati	Vmif2s-an-n---e	1346
zvučaćeš	zvučati	Vmif2s-an-n---p	1301
zvonićeš	zvoniti	Vmif2s-an-n---p	1301
zviždukaćeš	zviždukati	Vmif2s-an-n---p	1301
zviždaćeš	zviždati	Vmif2s-an-n---p	1301
zvaćeš	zvati	Vmif2s-an-n---p	1301
zveknuće	zveknuti	Vmif3p-an-n---e	1346
žrtvovaće	žrtvovati	Vmif3p-an-n---e	1346
žmuriće	žmuriti	Vmif3p-an-n---e	1346
zgužvaće	zgužvati	Vmif3p-an-n---e	1346
zguraće	zgurati	Vmif3p-an-n---e	1346
zvučaće	zvučati	Vmif3p-an-n---p	1302
zvoniće	zvoniti	Vmif3p-an-n---p	1302
zviždukaće	zviždukati	Vmif3p-an-n---p	1302
zviždaće	zviždati	Vmif3p-an-n---p	1302
zvaće	zvati	Vmif3p-an-n---p	1302
zveknuće	zveknuti	Vmif3s-an-n---e	1346
žrtvovaće	žrtvovati	Vmif3s-an-n---e	1346
žmuriće	žmuriti	Vmif3s-an-n---e	1346
zgužvaće	zgužvati	Vmif3s-an-n---e	1346
zguraće	zgurati	Vmif3s-an-n---e	1346
zvučaće	zvučati	Vmif3s-an-n---p	1301
zvoniće	zvoniti	Vmif3s-an-n---p	1301
zviždukaće	zviždukati	Vmif3s-an-n---p	1301
zviždaće	zviždati	Vmif3s-an-n---p	1301
zvaće	zvati	Vmif3s-an-n---p	1301
sažvaće	sažvakati	Vmii---an-n---e	1
žrtvovasmo	žrtvovati	Vmii1p-an-n---e	106
žmurasmo	žmuriti	Vmii1p-an-n---e	106
zastrasmo	zastrijeti	Vmii1p-an-n---e	106
zaprasmo	zaprijeti	Vmii1p-an-n---e	106
viđasmo	vidjeti	Vmii1p-an-n---e	106
zvučasmo	zvučati	Vmii1p-an-n---p	1386
zvonjasmo	zvoniti	Vmii1p-an-n---p	1386
zviždukasmo	zviždukati	Vmii1p-an-n---p	1386
zviždasmo	zviždati	Vmii1p-an-n---p	1386
zvasmo	zvati	Vmii1p-an-n---p	1386
žrtvovah	žrtvovati	Vmii1s-an-n---e	106
žmurah	žmuriti	Vmii1s-an-n---e	106
zastrah	zastrijeti	Vmii1s-an-n---e	106
zaprah	zaprijeti	Vmii1s-an-n---e	106
viđah	vidjeti	Vmii1s-an-n---e	106
zvučah	zvučati	Vmii1s-an-n---p	1385
zvonjah	zvoniti	Vmii1s-an-n---p	1385
zviždukah	zviždukati	Vmii1s-an-n---p	1385
zviždah	zviždati	Vmii1s-an-n---p	1385
zvah	zvati	Vmii1s-an-n---p	1385
žrtvovaste	žrtvovati	Vmii2p-an-n---e	106
žmuraste	žmuriti	Vmii2p-an-n---e	106
zastraste	zastrijeti	Vmii2p-an-n---e	106
zapraste	zaprijeti	Vmii2p-an-n---e	106
viđaste	vidjeti	Vmii2p-an-n---e	106
zvučaste	zvučati	Vmii2p-an-n---p	1386
zvonjaste	zvoniti	Vmii2p-an-n---p	1386
zviždukaste	zviždukati	Vmii2p-an-n---p	1386
zviždaste	zviždati	Vmii2p-an-n---p	1386
zvaste	zvati	Vmii2p-an-n---p	1386
žrtvovaše	žrtvovati	Vmii2s-an-n---e	106
žmuraše	žmuriti	Vmii2s-an-n---e	106
zastraše	zastrijeti	Vmii2s-an-n---e	106
zapraše	zaprijeti	Vmii2s-an-n---e	106
viđaše	vidjeti	Vmii2s-an-n---e	106
zvučaše	zvučati	Vmii2s-an-n---p	1386
zvonjaše	zvoniti	Vmii2s-an-n---p	1386
zviždukaše	zviždukati	Vmii2s-an-n---p	1386
zviždaše	zviždati	Vmii2s-an-n---p	1386
zvaše	zvati	Vmii2s-an-n---p	1386
žrtvovahu	žrtvovati	Vmii3p-an-n---e	278
žmurahu	žmuriti	Vmii3p-an-n---e	278
zgužvahu	zgužvati	Vmii3p-an-n---e	278
zgurahu	zgurati	Vmii3p-an-n---e	278
zbrkahu	zbrkati	Vmii3p-an-n---e	278
zvučahu	zvučati	Vmii3p-an-n---p	1386
zvonjahu	zvoniti	Vmii3p-an-n---p	1386
zviždukahu	zviždukati	Vmii3p-an-n---p	1386
zviždahu	zviždati	Vmii3p-an-n---p	1386
zvahu	zvati	Vmii3p-an-n---p	1386
žrtvovaše	žrtvovati	Vmii3s-an-n---e	106
žmuraše	žmuriti	Vmii3s-an-n---e	106
zastraše	zastrijeti	Vmii3s-an-n---e	106
zapraše	zaprijeti	Vmii3s-an-n---e	106
viđaše	vidjeti	Vmii3s-an-n---e	106
zvučaše	zvučati	Vmii3s-an-n---p	1387
zvonjaše	zvoniti	Vmii3s-an-n---p	1387
zviždukaše	zviždukati	Vmii3s-an-n---p	1387
zviždaše	zviždati	Vmii3s-an-n---p	1387
zvaše	zvati	Vmii3s-an-n---p	1387
zveknimo	zveknuti	Vmmp1p-an-n---e	1497
žrtvujmo	žrtvovati	Vmmp1p-an-n---e	1497
žmurimo	žmuriti	Vmmp1p-an-n---e	1497
zgužvajmo	zgužvati	Vmmp1p-an-n---e	1497
zgurajmo	zgurati	Vmmp1p-an-n---e	1497
zvučimo	zvučati	Vmmp1p-an-n---p	1350
zvonimo	zvoniti	Vmmp1p-an-n---p	1350
zviždukajmo	zviždukati	Vmmp1p-an-n---p	1350
zviždučimo	zviždukati	Vmmp1p-an-n---p	1350
zviždimo	zviždati	Vmmp1p-an-n---p	1350
zveknite	zveknuti	Vmmp2p-an-n---e	1498
žrtvujte	žrtvovati	Vmmp2p-an-n---e	1498
žmurite	žmuriti	Vmmp2p-an-n---e	1498
zgužvajte	zgužvati	Vmmp2p-an-n---e	1498
zgurajte	zgurati	Vmmp2p-an-n---e	1498
zvučite	zvučati	Vmmp2p-an-n---p	1351
zvonite	zvoniti	Vmmp2p-an-n---p	1351
zviždukajte	zviždukati	Vmmp2p-an-n---p	1351
zviždučite	zviždukati	Vmmp2p-an-n---p	1351
zviždite	zviždati	Vmmp2p-an-n---p	1351
zvekni	zveknuti	Vmmp2s-an-n---e	1499
žrtvuj	žrtvovati	Vmmp2s-an-n---e	1499
žmuri	žmuriti	Vmmp2s-an-n---e	1499
zgužvaj	zgužvati	Vmmp2s-an-n---e	1499
zguraj	zgurati	Vmmp2s-an-n---e	1499
zvuči	zvučati	Vmmp2s-an-n---p	1353
zvoni	zvoniti	Vmmp2s-an-n---p	1353
zviždukaj	zviždukati	Vmmp2s-an-n---p	1353
zvižduči	zviždukati	Vmmp2s-an-n---p	1353
zviždi	zviždati	Vmmp2s-an-n---p	1353
zveknuti	zveknuti	Vmn----an-n---e	1463
žrtvovati	žrtvovati	Vmn----an-n---e	1463
žmuriti	žmuriti	Vmn----an-n---e	1463
zgužvati	zgužvati	Vmn----an-n---e	1463
zgurati	zgurati	Vmn----an-n---e	1463
zvučati	zvučati	Vmn----an-n---p	1313
zvoniti	zvoniti	Vmn----an-n---p	1313
zviždukati	zviždukati	Vmn----an-n---p	1313
zviždati	zviždati	Vmn----an-n---p	1313
zvati	zvati	Vmn----an-n---p	1313
zveknute	zveknuti	Vmp--pfpn-n---e	1173
žrtvovane	žrtvovati	Vmp--pfpn-n---e	1173
zgužvane	zgužvati	Vmp--pfpn-n---e	1173
zgurane	zgurati	Vmp--pfpn-n---e	1173
zgrebene	zgrepsti	Vmp--pfpn-n---e	1173
zviždane	zviždati	Vmp--pfpn-n---p	876
zvane	zvati	Vmp--pfpn-n---p	876
žućene	žutiti	Vmp--pfpn-n---p	876
žrtvovane	žrtvovati	Vmp--pfpn-n---p	876
zračene	zračiti	Vmp--pfpn-n---p	876
zveknuti	zveknuti	Vmp--pmpn-n---e	1174
žrtvovani	žrtvovati	Vmp--pmpn-n---e	1174
zgužvani	zgužvati	Vmp--pmpn-n---e	1174
zgurani	zgurati	Vmp--pmpn-n---e	1174
zgrebeni	zgrepsti	Vmp--pmpn-n---e	1174
zviždani	zviždati	Vmp--pmpn-n---p	876
zvani	zvati	Vmp--pmpn-n---p	876
žućeni	žutiti	Vmp--pmpn-n---p	876
žrtvovani	žrtvovati	Vmp--pmpn-n---p	876
zračeni	zračiti	Vmp--pmpn-n---p	876
zveknuta	zveknuti	Vmp--pnpn-n---e	1173
žrtvovana	žrtvovati	Vmp--pnpn-n---e	1173
zgužvana	zgužvati	Vmp--pnpn-n---e	1173
zgurana	zgurati	Vmp--pnpn-n---e	1173
zgrebena	zgrepsti	Vmp--pnpn-n---e	1173
zviždana	zviždati	Vmp--pnpn-n---p	876
zvana	zvati	Vmp--pnpn-n---p	876
žućena	žutiti	Vmp--pnpn-n---p	876
žrtvovana	žrtvovati	Vmp--pnpn-n---p	876
zračena	zračiti	Vmp--pnpn-n---p	876
zveknuta	zveknuti	Vmp--sfpn-n---e	1173
žrtvovana	žrtvovati	Vmp--sfpn-n---e	1173
zgužvana	zgužvati	Vmp--sfpn-n---e	1173
zgurana	zgurati	Vmp--sfpn-n---e	1173
zgrebena	zgrepsti	Vmp--sfpn-n---e	1173
zviždana	zviždati	Vmp--sfpn-n---p	876
zvana	zvati	Vmp--sfpn-n---p	876
žućena	žutiti	Vmp--sfpn-n---p	876
žrtvovana	žrtvovati	Vmp--sfpn-n---p	876
zračena	zračiti	Vmp--sfpn-n---p	876
zveknut	zveknuti	Vmp--smpn-n---e	1174
žrtvovan	žrtvovati	Vmp--smpn-n---e	1174
zgužvan	zgužvati	Vmp--smpn-n---e	1174
zguran	zgurati	Vmp--smpn-n---e	1174
zgreben	zgrepsti	Vmp--smpn-n---e	1174
zviždan	zviždati	Vmp--smpn-n---p	876
zvan	zvati	Vmp--smpn-n---p	876
žućen	žutiti	Vmp--smpn-n---p	876
žrtvovan	žrtvovati	Vmp--smpn-n---p	876
zračen	zračiti	Vmp--smpn-n---p	876
zveknuto	zveknuti	Vmp--snpn-n---e	1174
žrtvovano	žrtvovati	Vmp--snpn-n---e	1174
zgužvano	zgužvati	Vmp--snpn-n---e	1174
zgurano	zgurati	Vmp--snpn-n---e	1174
zgrebeno	zgrepsti	Vmp--snpn-n---e	1174
zviždano	zviždati	Vmp--snpn-n---p	876
zvano	zvati	Vmp--snpn-n---p	876
žućeno	žutiti	Vmp--snpn-n---p	876
žrtvovano	žrtvovati	Vmp--snpn-n---p	876
zračeno	zračiti	Vmp--snpn-n---p	876
ispala	ispasti	Vmps---an-n---e	1
stajala	stajati	Vmps---an-n---p	2
bila	biti	Vmps---an-n---p	2
zaustavila	zaustaviti	Vmps--man-n---e	2
izdala	izdati	Vmps--man-n---e	2
tekla	teći	Vmps--man-n---p	4
išla	ići	Vmps--man-n---p	4
govorila	govoriti	Vmps--man-n---p	4
bila	biti	Vmps--man-n---p	4
zveknule	zveknuti	Vmps-pfan-n---e	1485
žrtvovale	žrtvovati	Vmps-pfan-n---e	1485
žmurile	žmuriti	Vmps-pfan-n---e	1485
zgužvale	zgužvati	Vmps-pfan-n---e	1485
zgurale	zgurati	Vmps-pfan-n---e	1485
zvučale	zvučati	Vmps-pfan-n---p	1310
zvonile	zvoniti	Vmps-pfan-n---p	1310
zviždukale	zviždukati	Vmps-pfan-n---p	1310
zviždale	zviždati	Vmps-pfan-n---p	1310
zvale	zvati	Vmps-pfan-n---p	1310
zveknuli	zveknuti	Vmps-pman-n---e	1485
žrtvovali	žrtvovati	Vmps-pman-n---e	1485
žmurili	žmuriti	Vmps-pman-n---e	1485
zgužvali	zgužvati	Vmps-pman-n---e	1485
zgurali	zgurati	Vmps-pman-n---e	1485
zvučali	zvučati	Vmps-pman-n---p	1313
zvonili	zvoniti	Vmps-pman-n---p	1313
zviždukali	zviždukati	Vmps-pman-n---p	1313
zviždali	zviždati	Vmps-pman-n---p	1313
zvali	zvati	Vmps-pman-n---p	1313
zveknula	zveknuti	Vmps-pnan-n---e	1485
žrtvovala	žrtvovati	Vmps-pnan-n---e	1485
žmurila	žmuriti	Vmps-pnan-n---e	1485
zgužvala	zgužvati	Vmps-pnan-n---e	1485
zgurala	zgurati	Vmps-pnan-n---e	1485
zvučala	zvučati	Vmps-pnan-n---p	1310
zvonila	zvoniti	Vmps-pnan-n---p	1310
zviždukala	zviždukati	Vmps-pnan-n---p	1310
zviždala	zviždati	Vmps-pnan-n---p	1310
zvala	zvati	Vmps-pnan-n---p	1310
zveknula	zveknuti	Vmps-sfan-n---e	1487
žrtvovala	žrtvovati	Vmps-sfan-n---e	1487
žmurila	žmuriti	Vmps-sfan-n---e	1487
zgužvala	zgužvati	Vmps-sfan-n---e	1487
zgurala	zgurati	Vmps-sfan-n---e	1487
zvučala	zvučati	Vmps-sfan-n---p	1311
zvonila	zvoniti	Vmps-sfan-n---p	1311
zviždukala	zviždukati	Vmps-sfan-n---p	1311
zviždala	zviždati	Vmps-sfan-n---p	1311
zvala	zvati	Vmps-sfan-n---p	1311
zveknuo	zveknuti	Vmps-sman-n---e	1492
žrtvovao	žrtvovati	Vmps-sman-n---e	1492
žmurio	žmuriti	Vmps-sman-n---e	1492
zgužvao	zgužvati	Vmps-sman-n---e	1492
zgurao	zgurati	Vmps-sman-n---e	1492
zvučao	zvučati	Vmps-sman-n---p	1322
zvonio	zvoniti	Vmps-sman-n---p	1322
zviždukao	zviždukati	Vmps-sman-n---p	1322
zviždao	zviždati	Vmps-sman-n---p	1322
zvao	zvati	Vmps-sman-n---p	1322
zveknulo	zveknuti	Vmps-snan-n---e	1487
žrtvovalo	žrtvovati	Vmps-snan-n---e	1487
žmurilo	žmuriti	Vmps-snan-n---e	1487
zgužvalo	zgužvati	Vmps-snan-n---e	1487
zguralo	zgurati	Vmps-snan-n---e	1487
zvučalo	zvučati	Vmps-snan-n---p	1311
zvonilo	zvoniti	Vmps-snan-n---p	1311
zviždukalo	zviždukati	Vmps-snan-n---p	1311
zviždalo	zviždati	Vmps-snan-n---p	1311
zvalo	zvati	Vmps-snan-n---p	1311
XX	XX	X	45
V	V	X	45
visoke	visok	X	45
u	u	X	45
tours	tours	X	45
V	V	Yr	10
vb	vb	Yr	10
tj	tj	Yr	10
SPPT	SPPT	Yr	10
odn	odn	Yr	10
)	)	Z	10
(	(	Z	10
"	"	Z	10
.	.	Z	10
..	..	Z	10
